ID,y_true,y_pred,expl_true,expl_pred,bleurt,bertscore,expl_score
149,Entailment,No Relation,"Both norms express approval towards offering an apology, although they differ in terms of who is being apologized to (ex-partner in Chinese norm, unspecified person in US norm)",Not all people have an ex-partner and it is not necessary to apologize to your ex,0.38904356956481934,0.4882085621356964,0.4386260658502579
150,Entailment,No Relation,Both norms express positive attitudes towards receiving presents on one's birthday,It's not necessarily special that your boyfriend gives you a gift that he remembered from clsoe conversation,0.219715878367424,0.4564431309700012,0.3380795046687126
151,No Relation,Contradiction,"The US norm is about respecting personal boundaries and taking time to process emotions, while the Chinese norm is about taking responsibility for one's actions and maintaining relationships through communication",It is not ok to not talk and expected to apologize at the same time,0.30411726236343384,0.4544444680213928,0.37928086519241333
152,No Relation,Contradiction,"The US norm is about having knowledge and understanding of social expectations, while the Chinese norm is about age-appropriate relationships","If one knows what to do, then one is able to date someone",0.34098631143569946,0.5113809108734131,0.4261836111545563
153,No Relation,Entailment,"The US norm is about communication and honesty in relationships, while the Chinese norm is about being respectful and courteous to others",People who are trying to be friendly are polite,0.34190720319747925,0.48360520601272583,0.41275620460510254
154,No Relation,Contradiction,"The US norm is about expressing emotions and feelings, while the Chinese norm is about being honest and open with family members",It is not necessary to hide if you are afraid to tell,0.3591669201850891,0.43701812624931335,0.39809252321720123
155,No Relation,No Relation,"The US norm is about disliking someone your partner dislikes, while the Chinese norm is about the behavior of your partner",Not all partners are girlfriends and you are not supposed to force your girlfriend to change her behavior just because you don't like it,0.3547719717025757,0.4977078437805176,0.42623990774154663
156,No Relation,No Relation,"The US norm is about avoiding romantic relationships with people who are related to your ex, while the Chinese norm is about avoiding sexual relations with a specific family member",Not all siblings are a brother,0.23318006098270416,0.34991300106048584,0.291546531021595
157,Contradiction,Contradiction,"The US norm expresses a positive attitude towards hating a parent if they have done something to hurt you, while the Chinese norm expresses a negative attitude towards saying that you hate your father",It is not appropriate to say that you hate your father and it is okay to hate a parent if they have done things to hurt you,0.5833767652511597,0.6604558229446411,0.6219162940979004
158,Entailment,Contradiction,"Both norms express similar attitudes towards having a bad relationship with one's parents, that it can be understandable and one does not need to maintain a good relationship with them if one does not want to",It's not necessary to dislike someone to have a good relationship with them,0.41773921251296997,0.5678372979164124,0.49278825521469116
159,No Relation,Contradiction,"The US norm is about caution and being careful when entering a romantic relationship, while the Chinese norm is about respecting the sanctity of marriage and not entering into a relationship with someone who is already married",One is either not married or doesn't know someone,0.2604529857635498,0.4339185953140259,0.34718579053878784
160,No Relation,No Relation,"The US norm is about avoiding conflict and maintaining good relationships, while the Chinese norm is about respecting the special circumstances of pregnancy and not expressing anger",Not all people are angry when their wife is pregant,0.35343626141548157,0.5108781456947327,0.4321572035551071
161,No Relation,Contradiction,"The US norm is about being considerate of others and avoiding behavior that will cause animosity, while the Chinese norm is about maintaining respect and politeness in familial relationships",You shouldn't do things that will make others hate you and you should still be polite to your siblings even when you don',0.4324244260787964,0.6050261855125427,0.5187253057956696
162,Contradiction,Contradiction,"The US norm expresses a positive attitude towards spending time with others, while the Chinese norm expresses a more neutral judgement (""it is okay to be alone"")",People are not expected to be alone if they are with other people,0.4044341444969177,0.48801717162132263,0.4462256580591202
163,Contradiction,No Relation,"The US norm expresses disapproval of asking for money back, while the Chinese norm expresses disapproval of taking books without paying",Asking for your money back does not imply taking books from a school bookstore without paying,0.5009372234344482,0.6138057708740234,0.5573714971542358
164,Entailment,No Relation,"Both norms express disapproval of breaking up with a partner in the wake of their relative passing away, although the US norm is more general while the Chinese norm is more specific to a partner's father's death",Just because you're expected to support your significant other after the death of their relative does not mean it is not appropriate to take advantage of your partner's father' s death to get what you want,0.44456666707992554,0.5559918284416199,0.5002792477607727
165,Entailment,No Relation,"Both norms express approval towards treating people politely, even if you don't like them",Just because people are being polite doesn't mean you have to like them,0.49684470891952515,0.6107641458511353,0.5538044273853302
166,No Relation,Entailment,"The US norm expresses disapproval towards one's child hating them, while the Chinese norm expresses disapproval towards one disliking their mother",Hate you is another way of saying dislike your mother,0.3819989562034607,0.5330831408500671,0.4575410485267639
167,No Relation,No Relation,"The US norm is about expressing commitment in a relationship, while the Chinese norm is about respecting the feelings of others when ending a relationship","Just because someone wants to stay with someone, it doesn't necessarily mean that it is not polite to break up with that person in person",0.3148495554924011,0.48379266262054443,0.3993211090564728
168,No Relation,No Relation,"The US norm is about telling a friend that you hate them, while the Chinese norm is about the feeling of dislike",You can not infer they are ugly,0.2575768232345581,0.4265083074569702,0.34204256534576416
169,No Relation,No Relation,"The US norm is about respecting your parents' decisions, while the Chinese norm is about individual choice and freedom in romantic relationships",You can not infer it's not necessary to marry,0.14708414673805237,0.4641123414039612,0.3055982440710068
170,No Relation,No Relation,"The US norm is about respecting boundaries and not interfering in the relationships of others, while the Chinese norm is about being courteous and respectful when ending a relationship",Not all relationships are a breakup,0.2566910684108734,0.4328855872154236,0.3447883278131485
171,No Relation,No Relation,"The US norm is about communication and openness in relationships, while the Chinese norm is about commitment and dedication to a relationship","People in a relationship are supposed to discuss their feelings with each other does not mean that if you truly love someone, you should try your best to be with that person",0.356675922870636,0.5209033489227295,0.43878963589668274
172,Entailment,No Relation,Both norms express disapproval towards a professor having romantic feelings towards a student,It's not appropriate to have a romantic relationship with your professor does not imply that it' s questionable for he to be interested in o,0.3564116954803467,0.5552468299865723,0.4558292627334595
173,No Relation,No Relation,"The US norm is about expressing gratitude and appreciation for one's parents, while the Chinese norm is about respecting and valuing one's own daughter",Just because you should be grateful to your parents does not mean you dislike your own daughter,0.4837396740913391,0.5697887539863586,0.5267642140388489
174,No Relation,Contradiction,"The US norm is about physical appearance and health, while the Chinese norm is about self-acceptance and not relying on others for validation",You cannot be fat and skinny at the same time,0.28331637382507324,0.4339660108089447,0.35864119231700897
175,No Relation,Contradiction,"The US norm is about expressing emotions and feelings towards a parent, while the Chinese norm is about making decisions based on personal interests and preferences","If one is mad, they are not happy",0.27311980724334717,0.32972684502601624,0.3014233261346817
176,No Relation,Contradiction,"The US norm is about avoiding conflict and maintaining a positive relationship with siblings, while the Chinese norm is about accepting that siblings may fight with each other","If you cause a sibling to hate you, they would not be fighting",0.33352041244506836,0.48820915818214417,0.41086478531360626
177,No Relation,No Relation,The US norm is about making people cry while the Chinese norm is about the appropriateness to cry yourself,People doesn't imply girls and not appropriate is not the same as rude,0.27210095524787903,0.4111180007457733,0.34160947799682617
178,No Relation,Contradiction,"The US norm is about seeking assistance when needed, while the Chinese norm is about expressing emotions in a healthy way","If you don't know what to do, you should get some help and if you keep your anger inside for a long time, it is not appropriate",0.4314746856689453,0.544739842414856,0.48810726404190063
179,Entailment,No Relation,Both norms advice against expressing hatred towards one's sister,Not every sister is a sister,0.1828790307044983,0.35838720202445984,0.27063311636447906
180,No Relation,No Relation,"The US norm is about controlling emotions and not letting them get out of hand, while the Chinese norm is about taking responsibility for one's actions and making amends",You shouldn't get upset at your partner doesn' t mean you shouldnt try to make up for it if you anger your girlfriend,0.3015841841697693,0.46547427773475647,0.3835292309522629
181,No Relation,Contradiction,"The US norm is about communication style, while the Chinese norm is about respect and etiquette in family relationships",Direct is not polite,0.20699426531791687,0.4132281243801117,0.3101111948490143
182,Contradiction,Contradiction,"US norm expresses positive attitude towards expressing anger in a respectful way when feeling hurt by a partner's actions in general, but Chinese norm deems it inappropriate to be jealous of partner's friends specifically",You can't get mad and be jealous,0.3119364380836487,0.46299248933792114,0.3874644637107849
183,Contradiction,Contradiction,"The US norm expresses approval towards sharing thoughts, while the Chinese norm expresses disapproval towards sharing secrets with one's mother",It is not normal to keep secrets to yourself,0.3405676484107971,0.5120696425437927,0.4263186454772949
184,No Relation,No Relation,"The US norm is about general etiquette and being respectful of others, while the Chinese norm is about a specific situation involving a former romantic partner",People apologize to someone other than their ex-partner,0.29432880878448486,0.4800240099430084,0.38717640936374664
185,No Relation,Contradiction,None of the Chinese norms apply in this situation since none of them talk about not wanting to date someone because of lack of attraction,The boyfriend cannot tell her boundaries in the relationship if she is not attracted to him,0.42912763357162476,0.5948551893234253,0.511991411447525
186,Entailment,No Relation,"Both norms express disapproval towards refusing to help family, with the US norm being more general and the Chinese norm being more specific",The family member is not necessarily your father,0.2715874910354614,0.3881053626537323,0.32984642684459686
187,Entailment,No Relation,"Both norms express disapproval towards pursuing someone who is already in a relationship, even if the other person likes you",It's not okay to bother someone who has already told you they are not interested,0.46040672063827515,0.6076775789260864,0.5340421497821808
188,No Relation,No Relation,"The US norm is about individual opinion and preference, while the Chinese norm is about social etiquette and respect for relationships",Not all people are a boyfriend and bringing your boyfriend around your girlfriends does not imply that it is okay to not like certain people,0.25046050548553467,0.446515828371048,0.3484881669282913
189,Entailment,No Relation,"Both norms express disapproval of expressing hatred towards family members, though the US norm is more general and the Chinese norm is more specific",People can be people other than family members,0.23119603097438812,0.3927385210990906,0.31196727603673935
190,No Relation,Contradiction,"The US norm is about expressing emotions openly, while the Chinese norm is about showing respect to elders",It cannot be okay to show emotion and not polite at the same time,0.4206874966621399,0.5349861979484558,0.47783684730529785
191,No Relation,Contradiction,"US norm express disapproval of involving yourself in someone else's relationships, whereas Chinese norm talks about your own relationship",One can either be involved in other relationships or not be in them,0.414514422416687,0.477973073720932,0.4462437480688095
192,No Relation,Entailment,"The US norm is about communication and expressing emotions in a relationship, while the Chinese norm is about understanding the root cause of insecurity and not blaming it on the partner","If you tell your partner that they frustrate you, then it is not an excuse for not trusting them",0.42612552642822266,0.5392182469367981,0.4826718866825104
193,No Relation,No Relation,"The US norm is about maintaining a respectful attitude towards friends, while the Chinese norm is about respecting relationships and not making light of them",Just because it is wrong to get mad at a friend doesn't mean it's not appropriate to joke about breaking up with your girlfriend to your friends,0.2713547348976135,0.5032939910888672,0.38732436299324036
194,No Relation,No Relation,US norm discusses asking out a crush's best fiend whereas the Chinese norm discusses liking a best friend of the crush,It is bad to ask out a crushes best friend does not mean that it is better to try to like the girl's bes,0.4231953024864197,0.570159912109375,0.49667760729789734
195,Contradiction,No Relation,"The US norm expresses approval of saying ""no"" in certain situations, while the Chinese norm expresses disapproval of using contracted forms of negative words in formal settings",It may not always be appropriate to use contracted forms of negative words,0.4642696976661682,0.5905030965805054,0.5273863971233368
196,Entailment,No Relation,Both norms express the importance of being aware of the friendship and asking questions before establishing a friendship,You don't have to ask questions to become friends,0.38965320587158203,0.5550730228424072,0.47236311435699463
197,Entailment,Contradiction,"Both norms express approval towards expressing anger in an appropriate manner, though the US norm allows for more flexibility in terms of how to express the anger","If you are expressing anger in a respectful way, then you do not lose temper",0.4432060718536377,0.5381223559379578,0.49066421389579773
198,Contradiction,Entailment,"The US norm expresses positive attitude towards supporting the kid's decision, while the Chinese norm expresses approval towards listening to parents",Supporting your kid's decision is a norm,0.48693954944610596,0.6150729060173035,0.5510062277317047
199,Contradiction,No Relation,The US norm expresses disapproval of forgetting someone's birthday while the Chinese norm implies that it is not necessary to remind others of your birthday,Not telling others does not make it rude to forget someone,0.2737632989883423,0.5310027003288269,0.4023829996585846
200,No Relation,No Relation,"The US norm is about respecting personal boundaries and taking time to process difficult topics, while the Chinese norm is about avoiding conflict in relationships",Not all talking about things is to argue,0.19902071356773376,0.4634242355823517,0.3312224745750427
201,Entailment,No Relation,Both the US norm and the Chinese norm express approval towards being honest and respecting the other person's feelings,Just because you're being honest doesn't mean that you shouldn',0.23608414828777313,0.4718356430530548,0.35395989567041397
202,Entailment,No Relation,"Both norms express disapproval towards the idea of having to be friends with someone your partner likes, but for different reasons",The first sentence does not imply that the person is the boyfriend's friends,0.34013479948043823,0.5197856426239014,0.4299602210521698
203,Entailment,No Relation,Both norms express disapproval towards having to be friends with someone you don't like,Just because your partner likes someone doesn't mean that you have to means that it is okay to avoid hanging out with people you don',0.3843369483947754,0.5262187123298645,0.45527783036231995
204,Entailment,No Relation,"Both norms express approval towards expressing gratitude for someone who does something for you, in this case, wishing someone a happy birthday",Just because you show gratitude does not mean it is a good courtesy to say thank you,0.29929932951927185,0.4616699516773224,0.3804846405982971
205,No Relation,Contradiction,"The US norm is about communication and openness in relationships, while the Chinese norm is about the importance of staying together for the sake of the children",It is not appropriate to divorce when you have young children,0.3041558265686035,0.5274918675422668,0.4158238470554352
206,Entailment,No Relation,Both norms express a similar belief that family members should not be pitted against each other in a conflict,Support does not always mean take sides,0.2521105408668518,0.43074068427085876,0.3414256125688553
207,Entailment,Contradiction,The US norm expresses positive attitude towards being honest,Honesty is not burdening your elders,0.29097312688827515,0.4374842345714569,0.36422868072986603
208,No Relation,Contradiction,"The US norm is about seeking assistance when needed, while the Chinese norm is about having a positive attitude towards others",Seeking help and not appropriate to hate someone are two different action,0.40907227993011475,0.5242125988006592,0.46664243936538696
209,Contradiction,No Relation,"The US norm expresses a more neutral judgement towards telling one's dad they hate them, while the Chinese norm expresses disapproval",You shouldn't expect your kids to like everyone doesn' t mean it is disrespectful to speak badly of one's elder,0.2655200958251953,0.4594528079032898,0.36248645186424255
210,Entailment,No Relation,"Both norms express disapproval towards disliking a family member, in this case the sister",Not every family is your own mother,0.2054705172777176,0.40229809284210205,0.3038843050599098
211,No Relation,Contradiction,Getting upset at the death of your mother is not related to being a rebellious child to your mother,One cannot be expected to be upset and not filial simultaneously,0.3475956618785858,0.4721705913543701,0.40988312661647797
212,No Relation,No Relation,"The US norm is about emotional wellbeing, while the Chinese norm is about having a positive attitude towards others","Just because it’s bad to feel lonely, does not mean it is inappropriate to hate people or the world",0.3570958971977234,0.47216537594795227,0.41463063657283783
213,No Relation,Contradiction,"The US norm is about seeking advice and guidance when needed, while the Chinese norm is about trusting one's instincts and not forcing oneself to do something","If you are asking for input, you can't be following your heart",0.3266383409500122,0.5043186545372009,0.41547849774360657
214,Contradiction,Contradiction,"While the US norm expresses acceptance of negative feelings towards family members, the Chinese norm expresses disapproval of such feelings",If you feel hatred towards your family members then you are not filial,0.295136034488678,0.5083045363426208,0.4017202854156494
215,Entailment,No Relation,"Both norms express disapproval towards forgetting a friend's birthday, suggesting that it is impolite and one should try to make up for it",Just because it is rude to forget someone's birthday does not mean it' s important to remember your best friend',0.39888328313827515,0.5584526062011719,0.4786679446697235
216,No Relation,Entailment,"The US norm is about upholding ethical standards, while the Chinese norm is about being open-minded and understanding before making a judgement","If it is wrong to cover for someone who is cheating, then it would be inappropriate to judge someone subjectively without knowing the whole situation",0.37578606605529785,0.5027764439582825,0.43928125500679016
217,Entailment,No Relation,"Both norms express disapproval of asking someone their sexual orientation, as well as assumptions about it",Just because the person does not show interest in you does mean that the man is gay,0.31764286756515503,0.5000651478767395,0.40885400772094727
218,Contradiction,Contradiction,"The US norm expresses positive attitude towards being supportive of family members, while the Chinese norm expresses a more negative judgement towards telling one's mother secrets","It can either be better to keep secrets to yourself, or be supportive of your family members",0.4424703121185303,0.5849654674530029,0.5137178897857666
219,Contradiction,Contradiction,"The US norm expresses approval of yelling at a significant other if they wronged you, while the Chinese norm expresses disapproval of shouting at a significant other",It is either okay to be angry or not appropriate to shout,0.38169142603874207,0.4758836030960083,0.4287875145673752
220,Entailment,Contradiction,Both norms express disapproval towards the act of ignoring people,One cannot ignore someone and be okay for someone to get mad at you,0.5359593629837036,0.5644136071205139,0.5501864850521088
221,No Relation,Contradiction,"The US norm is about having a positive attitude towards others, while the Chinese norm is about the dynamics of a romantic relationship",It is up to the boyfriend whether or not the girlfriend should associate with his friends and hate other people is not possible,0.3263695240020752,0.46998995542526245,0.3981797397136688
222,No Relation,Contradiction,"The US norm is about personal preference and opinion, while the Chinese norm is about taking responsibility for the welfare of animals",The cat cannot be both a person's pet and yours,0.254486620426178,0.45136019587516785,0.3529234081506729
223,Contradiction,No Relation,"Both norms discuss relationship with family, the US norm expresses that it is okay to not like someone even if they are family, while the Chinese norm expresses disapproval towards not liking elders and younger siblings",Just because they are family does not mean they have to like you,0.41336679458618164,0.5086237788200378,0.46099528670310974
224,No Relation,No Relation,"The US norm is about respecting the relationships of others, while the Chinese norm is about the etiquette of ending a relationship",You shouldn't try to break up others does not imply it is not polite to breaking up with someone in person,0.32574331760406494,0.48645490407943726,0.4060991108417511
225,No Relation,Contradiction,"The US norm is about showing loyalty and support to friends, while the Chinese norm is about respecting the wishes of one's partner",Accepting is not the same as not appropriate to be friends,0.2711377739906311,0.45496636629104614,0.3630520701408386
226,Entailment,Entailment,"Both norms express similar attitudes towards respecting your partner's choices, even if they don't agree with your own",You shouldn't let your partner tell you what to do implies it is important to respect your partners choice,0.455061674118042,0.5404128432273865,0.49773725867271423
227,Entailment,No Relation,"Both norms express disapproval towards doing something that hurts someone that cares about you, in this case breaking up with a girlfriend",Not all people care about you are girlfriends and not all hurts are break ups,0.3536728024482727,0.5024771690368652,0.42807498574256897
228,No Relation,Contradiction,"The US norm is about respecting one's parents, while the Chinese norm is about the legal rights of parents in the event of a divorce",It is illegal for parents to divorce and share the property equally,0.3639242649078369,0.5369212031364441,0.4504227340221405
229,No Relation,No Relation,"The US norm is about prioritizing family obligations, while the Chinese norm is about respecting individual choice and freedom in social engagements",Not all important events are a friend's wedding,0.1688351184129715,0.44251275062561035,0.3056739345192909
230,No Relation,Contradiction,"The US norm is about respecting the relationships you have and not questioning them, while the Chinese norm is about balancing time spent with friends and not relying too heavily on one person",The best friend is the person you spend time with all the time,0.41093337535858154,0.5141286849975586,0.46253103017807007
231,No Relation,No Relation,"Chinese norm disapproves of making your partner angry, while US norm approves of getting angry at your partner",Just because you don't always get along with your girlfriend doesn' t mean you can make them angry,0.4261121153831482,0.471401572227478,0.4487568438053131
232,No Relation,No Relation,"The US norm expresses disapproval for having a crush on someone outside of a marriage, while the Chinese norm does not talk about having crushes on other people",Not every married person will not have crushes on other people,0.36034268140792847,0.5460185408592224,0.45318061113357544
233,No Relation,Contradiction,"The US norm is about managing expectations in relationships, while the Chinese norm is about controlling emotions and avoiding conflict",A partner is not a girlfriend,0.15958240628242493,0.4279896020889282,0.2937860041856766
234,Entailment,Entailment,"Both norms express approval towards expressing gratitude for a gift, even if it is not what the receiver wanted",The thought behind a gift means that it is appropriate to be grateful for if it was not what you wanted,0.5649539232254028,0.6835712790489197,0.6242626011371613
235,Entailment,No Relation,Both norms express disapproval towards the expression of anger towards a significant other,Not everyone is a boyfriend and it doesn't say that he is,0.19333462417125702,0.3812708854675293,0.28730275481939316
236,Entailment,Entailment,Both norms express approval of going to school and emphasize the importance of attending school,"The students are good at going to school, so they are going",0.3802868127822876,0.5632358193397522,0.4717613160610199
237,No Relation,No Relation,"The US norm is about empathy and compassion for those who are being bullied, while the Chinese norm is about respecting others and being polite regardless of personal feelings",Bullies can be polite,0.26215678453445435,0.4187772870063782,0.34046703577041626
238,No Relation,No Relation,"The US norm is about maintaining strong family ties, while the Chinese norm is about having a positive attitude towards others","It is not okay to only see the negative side of people, just because it's expected you remain loyal to family",0.363524854183197,0.5085373520851135,0.4360311031341553
239,No Relation,Entailment,US and Chinese norm talk about different subjects: partner's advice vs friends advice,"If it is wrong to tell your partner's friends what to do, then it must be up to the individual to decide whether or not to listen to their friends' advice",0.38437363505363464,0.4579791724681854,0.42117640376091003
240,No Relation,Contradiction,"The US norm is about accepting and understanding one's own emotions, while the Chinese norm is about respecting the privacy of others and not prying into their personal issues","It is not rude to ask someone what their problem is, it is okay to feel like something is wrong with you",0.37441933155059814,0.4809809923171997,0.4277001619338989
241,Entailment,No Relation,"Both norms express approval towards feeling scared of dogs, though the US norm does not propose any way to deal with the fear",Not all aggressive animals are dogs,0.2485397458076477,0.4689117670059204,0.35872575640678406
242,No Relation,No Relation,"The US norm is about avoiding certain types of romantic relationships, while the Chinese norm is about assuming the speaker has a brother",Not all family members are a brother,0.26576387882232666,0.4744601249694824,0.37011200189590454
243,No Relation,Contradiction,"The US norm is about proper communication etiquette, while the Chinese norm is about spiritual beliefs and practices","Repent is a positive thing, not the same thing as wrong",0.30887436866760254,0.42784425616264343,0.368359312415123
244,No Relation,Contradiction,"The US norm is about being truthful and open, while the Chinese norm is about respecting and honoring one's parents",Being honest is not the same as hate your parents,0.40865206718444824,0.561091423034668,0.4848717451095581
245,No Relation,Contradiction,"The US norm is about it being acceptable to give a unique gift, while the Chinese norm is about reciprocating gift-giving in general",One cannot give a gift and not reciprocate simultaneously,0.3955427408218384,0.5184334516525269,0.4569880962371826
246,No Relation,Contradiction,The US norm expresses approval towards expressing anger while the Chinese norm expresses approval towards explaining the truth to the boyfriend,If you are upset with someone you cannot explain to someone,0.36919528245925903,0.4166487753391266,0.3929220288991928
247,Entailment,Entailment,"Both norms express the attitude that it is acceptable to ask for the money back, although the US norm does not specify the politeness of the request","If someone asks for money back, it is polite",0.472659170627594,0.5850461721420288,0.5288526713848114
248,No Relation,Contradiction,"The US norm is about the expectation of conflict between family members, while the Chinese norm is about respecting and honoring one's parents",People are expected to have issues with their inlaws but not express hatred towards their parents,0.45009535551071167,0.5297269225120544,0.48991113901138306
249,No Relation,No Relation,"The US norm is about loyalty and maintaining relationships, while the Chinese norm is about making wise decisions and not wasting time on people who are not worth it",Not all old friends are not worth it,0.32606011629104614,0.5471184253692627,0.4365892708301544
250,No Relation,No Relation,"The US norm is about the emotional experience of pregnancy, while the Chinese norm is about individual autonomy and the right to make decisions about one's own body",Just because a woman feels nervous about teh pregnancy does not mean that she should be the one who decides what to do with it,0.41620975732803345,0.5559071898460388,0.48605847358703613
251,Entailment,Entailment,Both norms express disapproval of hating members of one's family,"If you shouldn't hate your family, it is not appropriate to hate yourself and your familia",0.44758617877960205,0.5037627220153809,0.47567445039749146
252,Contradiction,Contradiction,"The US norm encourages talking about mental illness and negative emotions with family and friends, while the Chinese norm discourages talking about mental illness",Talk is not appropriate to talk,0.23474279046058655,0.43021804094314575,0.33248041570186615
253,Contradiction,Contradiction,The US norm requires people to love their family,Love and distance are different,0.2108963131904602,0.4338000416755676,0.3223481774330139
254,No Relation,Contradiction,"The US norm is about the expectation of familial support, while the Chinese norm is about respecting family members and not expressing hatred",It's not appropriate to express hatred towards your family members,0.5037802457809448,0.5729604959487915,0.5383703708648682
255,Entailment,Contradiction,"US norm approves of celebrating other people's birthdays, and the Chinese norm approves of inviting your crush to celebrate your birthday",The people are either celebrating other's birthdays or your birthday,0.33058422803878784,0.5793371796607971,0.4549607038497925
256,Contradiction,Entailment,The US norm advises against overly worrying about what others think,Paralyzed is normal,0.14127051830291748,0.3526831865310669,0.2469768524169922
257,Entailment,No Relation,Both norms express the importance of being polite and careful when handling difficult situations related to relationships,It is not apparent they are important,0.2246694713830948,0.41923582553863525,0.321952648460865
258,Entailment,Contradiction,"The US norm expresses the attitude of showing respect and care to one's parents, while the Chinese norm expresses a specific action that could be seen as disrespectful and insensitive",It is not polite to ignore elders,0.35772114992141724,0.496113657951355,0.4269174039363861
259,No Relation,No Relation,"The US norm is about maintaining a positive relationship between siblings, while the Chinese norm is about respecting the boundaries of physical contact",Just because siblings get along doesn't mean it is not appropriate to hit your sister,0.33896827697753906,0.4831036329269409,0.41103595495224
260,No Relation,Contradiction,"The US norm is about maintaining healthy relationships with friends, while the Chinese norm is about managing expectations and communication in romantic relationships",Friends and boyfriend are not the same,0.280945360660553,0.487098753452301,0.384022057056427
261,No Relation,No Relation,"The US norm is about showing respect to friends, while the Chinese norm is about appropriate behavior in a romantic relationship",Just because you should respect your friends doesn't mean you shouldn' get mad at your boyfriend because of his female friends,0.3435437083244324,0.49156123399734497,0.41755247116088867
262,No Relation,Contradiction,"The US norm is about expressing emotions within a family, while the Chinese norm is about respecting social etiquette and not speaking ill of others",A sibling is not the same as a daughter-in-law,0.2100439816713333,0.4437769651412964,0.32691047340631485
263,No Relation,Contradiction,None of the Chinese norms apply in this situation since none of them talk about hating a stepmother,A stepmom is not your own mother,0.31434810161590576,0.4695955812931061,0.3919718414545059
264,No Relation,Contradiction,"The US norm is about expressing emotions in a relationship, while the Chinese norm is about managing feelings of insecurity in a relationship",Feelings and insecurity are different,0.3327820599079132,0.4692554771900177,0.40101876854896545
265,Entailment,No Relation,"Both norms express the idea that it is beneficial to make a plan when you don't know what to do, and the Chinese norm provides concrete advice on how to make that plan",You can make a plan without looking at your hobbies and interests,0.33342254161834717,0.538025975227356,0.43572425842285156
266,Contradiction,Contradiction,"The US norm expresses a positive attitude towards breaking up with a significant other, while the Chinese norm expresses negative judgement towards this action in this specific situation",A girlfriend is not a significant other,0.23995614051818848,0.4370199143886566,0.33848802745342255
267,Entailment,Contradiction,Both norms express disapproval towards cheating on exams,It is either okay or unacceptable to cheat on tests,0.6502271890640259,0.5802750587463379,0.6152511239051819
268,Entailment,No Relation,"Both norms express disapproval towards feeling/expressing hatred towards family, although the US norm is more general and the Chinese norm is more specific",Not everyone is your sister,0.2194012999534607,0.35490965843200684,0.28715547919273376
269,No Relation,No Relation,"The US norm is about treating people with respect and not discriminating against them, while the Chinese norm is about showing respect to family members regardless of their relationship",Not all people are family members,0.3251456618309021,0.47054213285446167,0.3978438973426819
270,No Relation,Contradiction,"The US norm is about communication and resolving conflicts, while the Chinese norm is about gender roles and expectations in relationships",A boyfriend and girlfriend are not the same,0.23712819814682007,0.45846661925315857,0.3477974086999893
271,No Relation,No Relation,"The US norm is about communication and honesty in relationships, while the Chinese norm is about assuming a certain level of commitment based on a partner's behavior",Being open and communicative does not imply that the boyfriend loves you,0.33195704221725464,0.5111891031265259,0.42157307267189026
272,No Relation,Contradiction,"The US norm is about having a healthy attitude towards life and not being overly anxious, while the Chinese norm is about the dynamics of a romantic relationship and the trust between partners",One cannot be overly paranoid about things and keep his money separate at the same time,0.3025779128074646,0.5324500203132629,0.41751396656036377
273,No Relation,No Relation,"The US norm is about respecting individual autonomy in relationships, while the Chinese norm is about maintaining a respectful attitude towards one's partner",Just because your partner likes someone doesn't mean that you have to,0.11491984128952026,0.46444472670555115,0.2896822839975357
274,Entailment,Contradiction,Both norms encourage individuals to try to understand why they don't like someone instead of simply hating them,The subject of the sentence cannot be both the person and the people,0.2543478012084961,0.40487754344940186,0.329612672328949
275,No Relation,Contradiction,"The US norm is about seeking help and support when needed, while the Chinese norm is about respecting the boundaries of the classroom and not disrupting other classes",It can not be polite to ask for help and to do math at the same time,0.3127094507217407,0.5276851058006287,0.4201972782611847
276,Entailment,No Relation,"Both norms express disapproval towards talking about romantic interests with an ex, showing similar attitudes towards such behavior",You can not infer it is with a friend,0.22535857558250427,0.4487340450286865,0.3370463103055954
277,No Relation,Contradiction,"The US norm is about expressing emotions in response to a personal loss, while the Chinese norm is about the practical considerations of ending a marriage when there are children involved",It is not easy to divorce if your mother is dead,0.23695461452007294,0.5313683748245239,0.38416149467229843
278,Entailment,Contradiction,"Both norms express disapproval towards using certain tactics to communicate, such as emotional blackmail or violence, when in conflict with a partner",Blackmail is not a way to discuss issues,0.33759140968322754,0.5714726448059082,0.45453202724456787
279,Entailment,Entailment,"Both norms express disapproval towards hating family members, although they may express different reasons for such disapproval (e","If you shouldn't hate your family, then it is not polite to hate family members",0.37692058086395264,0.4658419191837311,0.42138125002384186
280,Entailment,No Relation,"Both norms express disapproval of prying into others' romantic affairs, even though the US norm applies to asking a friend and the Chinese norm applies to asking a significant other",It is not implied that the person is your boyfriend,0.3407127261161804,0.4249182939529419,0.38281551003456116
281,No Relation,Entailment,"The US norm is about individual feelings and reactions to a situation, while the Chinese norm is about respecting relationships and not taking sides",A girl friend is a friend and insulting someone is an offence,0.2777292728424072,0.4987170100212097,0.38822314143180847
282,No Relation,No Relation,"The US norm is about respecting the time and effort of others, while the Chinese norm is about honoring commitments and responsibilities, even if it means going against the wishes of a partner",It's not necessary to ask someone to take care of your pet for free if your girlfriend does not like the dog,0.2602185904979706,0.4798933267593384,0.3700559586286545
283,Entailment,No Relation,Both norms express similar attitudes towards feeling anxious when going to school,Not all people feel anxious when going to school,0.5124233365058899,0.70667964220047,0.6095514893531799
