ID,y_true,y_pred,expl_true,expl_pred,bleurt,bertscore,expl_score
199,Contradiction,Contradiction,The US norm expresses disapproval of forgetting someone's birthday while the Chinese norm implies that it is not necessary to remind others of your birthday,It's good to admit your faults is good for a good life,0.31730252504348755,0.4658505618572235,0.39157654345035553
200,No Relation,fail,"The US norm is about respecting personal boundaries and taking time to process difficult topics, while the Chinese norm is about avoiding conflict in relationships",fail,0.018907561898231506,0.2578873932361603,0.1383974775671959
201,Entailment,No Relation,Both the US norm and the Chinese norm express approval towards being honest and respecting the other person's feelings,No relation,0.1242053359746933,0.23992562294006348,0.1820654794573784
202,Entailment,No Relation,"Both norms express disapproval towards the idea of having to be friends with someone your partner likes, but for different reasons",It's good to admit your faults to improve your character,0.24888065457344055,0.5179034471511841,0.3833920508623123
203,Entailment,No Relation,Both norms express disapproval towards having to be friends with someone you don't like,It is not clear whether or not it is good to admit faults,0.3174859881401062,0.4907055199146271,0.40409575402736664
204,Entailment,No Relation,"Both norms express approval towards expressing gratitude for someone who does something for you, in this case, wishing someone a happy birthday",No one is perfect,0.2394527941942215,0.3527015447616577,0.2960771694779396
205,No Relation,No Relation,"The US norm is about communication and openness in relationships, while the Chinese norm is about the importance of staying together for the sake of the children","The US norm is about personal choice and family planning, while the Chinese norm involves respecting and honoring family relationships",0.5911160111427307,0.75275057554245,0.6719332933425903
206,Entailment,No Relation,Both norms express a similar belief that family members should not be pitted against each other in a conflict,"The US norm is about personal choice and family planning, while the Chinese norm has to do with respect and honoring family relationships",0.3745626211166382,0.5213430523872375,0.44795283675193787
207,Entailment,Contradiction,The US norm expresses positive attitude towards being honest,You can't be honest and admit you are wrong,0.29125547409057617,0.4591870605945587,0.37522126734256744
208,No Relation,No Relation,"The US norm is about seeking assistance when needed, while the Chinese norm is about having a positive attitude towards others",if you admit your mistakes you are showing you have a good character,0.29152846336364746,0.5259104371070862,0.4087194502353668
209,Contradiction,Contradiction,"The US norm expresses a more neutral judgement towards telling one's dad they hate them, while the Chinese norm expresses disapproval","It's good to admit your faults but it is not necessary to call your stepmother ""mom"" even though you are grown up because she did not raise you since you were a child",0.34091508388519287,0.4807778596878052,0.410846471786499
210,Entailment,No Relation,"Both norms express disapproval towards disliking a family member, in this case the sister",Generally it is regarded as good to admit your faults,0.3465891480445862,0.5115704536437988,0.4290798008441925
211,No Relation,No Relation,Getting upset at the death of your mother is not related to being a rebellious child to your mother,I don't think it's good to admit your faults,0.29878735542297363,0.4966972768306732,0.3977423161268234
212,No Relation,No Relation,"The US norm is about emotional wellbeing, while the Chinese norm is about having a positive attitude towards others",It's good to admit your faults because it helps you to learn from them,0.3304155468940735,0.4781572222709656,0.40428638458251953
213,No Relation,No Relation,"The US norm is about seeking advice and guidance when needed, while the Chinese norm is about trusting one's instincts and not forcing oneself to do something",No relationship,0.09851185977458954,0.34153369069099426,0.2200227752327919
214,Contradiction,No Relation,"While the US norm expresses acceptance of negative feelings towards family members, the Chinese norm expresses disapproval of such feelings",It is a fact that admitting your faults is not viewed as good,0.3515430688858032,0.5469491481781006,0.4492461085319519
215,Entailment,fail,"Both norms express disapproval towards forgetting a friend's birthday, suggesting that it is impolite and one should try to make up for it",fail,0.034952059388160706,0.24812349677085876,0.14153777807950974
216,No Relation,No Relation,"The US norm is about upholding ethical standards, while the Chinese norm is about being open-minded and understanding before making a judgement",It is not possible to say that you are right and wrong,0.31949567794799805,0.4583432972431183,0.38891948759555817
217,Entailment,No Relation,"Both norms express disapproval of asking someone their sexual orientation, as well as assumptions about it",It is good to admit your faults,0.22958903014659882,0.5001751184463501,0.36488207429647446
218,Contradiction,No Relation,"The US norm expresses positive attitude towards being supportive of family members, while the Chinese norm expresses a more negative judgement towards telling one's mother secrets",It's good to admit your faults but not to say that you have none,0.2093711942434311,0.45375391840934753,0.3315625563263893
219,Contradiction,No Relation,"The US norm expresses approval of yelling at a significant other if they wronged you, while the Chinese norm expresses disapproval of shouting at a significant other",It is a general statement,0.34661930799484253,0.3330157697200775,0.33981753885746
220,Entailment,Contradiction,Both norms express disapproval towards the act of ignoring people,It's good to admit your faults but it'll be a waste of time,0.2854815721511841,0.5205884575843811,0.4030350148677826
221,No Relation,No Relation,"The US norm is about having a positive attitude towards others, while the Chinese norm is about the dynamics of a romantic relationship","The US norm is about personal choice, while the Chinese norm involves respect and honoring family relationships",0.5349598526954651,0.7585747838020325,0.6467673182487488
222,No Relation,No Relation,"The US norm is about personal preference and opinion, while the Chinese norm is about taking responsibility for the welfare of animals",It's good to admit your faults,0.17828331887722015,0.48914453387260437,0.33371392637491226
223,Contradiction,No Relation,"Both norms discuss relationship with family, the US norm expresses that it is okay to not like someone even if they are family, while the Chinese norm expresses disapproval towards not liking elders and younger siblings",,0.012717485427856445,0.22091363370418549,0.11681555956602097
224,No Relation,No Relation,"The US norm is about respecting the relationships of others, while the Chinese norm is about the etiquette of ending a relationship",It is a fact that it is good to admit your faults,0.2554909586906433,0.5155884027481079,0.3855396807193756
225,No Relation,No Relation,"The US norm is about showing loyalty and support to friends, while the Chinese norm is about respecting the wishes of one's partner",No relationship,0.1098911464214325,0.34780266880989075,0.22884690761566162
226,Entailment,No Relation,"Both norms express similar attitudes towards respecting your partner's choices, even if they don't agree with your own",It is good to admit your faults,0.2486908882856369,0.5385931730270386,0.39364203065633774
227,Entailment,Contradiction,"Both norms express disapproval towards doing something that hurts someone that cares about you, in this case breaking up with a girlfriend",No Relation,0.20214074850082397,0.26230859756469727,0.23222467303276062
228,No Relation,No Relation,"The US norm is about respecting one's parents, while the Chinese norm is about the legal rights of parents in the event of a divorce",It's good to admit your faults because it makes you feel better about yourself,0.30209678411483765,0.4816019833087921,0.3918493837118149
229,No Relation,No Relation,"The US norm is about prioritizing family obligations, while the Chinese norm is about respecting individual choice and freedom in social engagements",It's good to admit your faults but it'd be better to not admit them,0.27744996547698975,0.4584960341453552,0.3679729998111725
230,No Relation,No Relation,"The US norm is about respecting the relationships you have and not questioning them, while the Chinese norm is about balancing time spent with friends and not relying too heavily on one person",It's good to admit your faults but it is not good for you to be honest about them,0.42389625310897827,0.4977703094482422,0.46083328127861023
231,No Relation,Contradiction,"Chinese norm disapproves of making your partner angry, while US norm approves of getting angry at your partner",No Relation,0.3161243200302124,0.2621493637561798,0.2891368418931961
232,No Relation,No Relation,"The US norm expresses disapproval for having a crush on someone outside of a marriage, while the Chinese norm does not talk about having crushes on other people",It's good to admit your faults,0.2889247536659241,0.47028088569641113,0.3796028196811676
233,No Relation,No Relation,"The US norm is about managing expectations in relationships, while the Chinese norm is about controlling emotions and avoiding conflict",It's good to admit your faults but it doesn't mean you have to do it,0.28713810443878174,0.45957040786743164,0.3733542561531067
234,Entailment,No Relation,"Both norms express approval towards expressing gratitude for a gift, even if it is not what the receiver wanted","The US norm is about personal choice and family planning, while the Chinese norm has nothing to do with respect and honoring family relationships",0.37007737159729004,0.4838232696056366,0.4269503206014633
235,Entailment,No Relation,Both norms express disapproval towards the expression of anger towards a significant other,No relationship,0.13318462669849396,0.3615379333496094,0.24736128002405167
236,Entailment,No Relation,Both norms express approval of going to school and emphasize the importance of attending school,It's good to admit your faults,0.31609630584716797,0.4823349416255951,0.39921562373638153
237,No Relation,No Relation,"The US norm is about empathy and compassion for those who are being bullied, while the Chinese norm is about respecting others and being polite regardless of personal feelings",No relation,0.1101856678724289,0.257561057806015,0.18387336283922195
238,No Relation,No Relation,"The US norm is about maintaining strong family ties, while the Chinese norm is about having a positive attitude towards others",I think it's good to admit your faults because it shows that you have learned and grown,0.29009222984313965,0.4858337342739105,0.3879629820585251
239,No Relation,No Relation,US and Chinese norm talk about different subjects: partner's advice vs friends advice,No relationship,0.1569945216178894,0.35784628987312317,0.2574204057455063
240,No Relation,Contradiction,"The US norm is about accepting and understanding one's own emotions, while the Chinese norm is about respecting the privacy of others and not prying into their personal issues",if you do not admit your faults you will always be blamed,0.3222540616989136,0.4416603744029999,0.3819572180509567
241,Entailment,No Relation,"Both norms express approval towards feeling scared of dogs, though the US norm does not propose any way to deal with the fear","The Chinese norm is about personal choice and family planning, while the US norms is abut respect and honoring family relationships",0.35973596572875977,0.5277949571609497,0.44376546144485474
242,No Relation,No Relation,"The US norm is about avoiding certain types of romantic relationships, while the Chinese norm is about assuming the speaker has a brother",It's a good thing to admit your faults,0.1730828434228897,0.46493661403656006,0.3190097287297249
243,No Relation,No Relation,"The US norm is about proper communication etiquette, while the Chinese norm is about spiritual beliefs and practices","The US norm is about personal choice and family planning, while the Chinese norm involves respecting and honoring family relationships",0.5527955293655396,0.7623056173324585,0.657550573348999
244,No Relation,fail,"The US norm is about being truthful and open, while the Chinese norm is about respecting and honoring one's parents",fail,0.02833665907382965,0.2379581481218338,0.13314740359783173
245,No Relation,No Relation,"The US norm is about it being acceptable to give a unique gift, while the Chinese norm is about reciprocating gift-giving in general","The Chinese norm is about respecting and honoring family relationships, while the US norm focuses on personal choice and family planning, and the Chinese ethos is based on respect and obedient family relations",0.5046103596687317,0.572240948677063,0.5384256541728973
246,No Relation,No Relation,The US norm expresses approval towards expressing anger while the Chinese norm expresses approval towards explaining the truth to the boyfriend,No relation,0.1374938189983368,0.2581619620323181,0.19782789051532745
247,Entailment,No Relation,"Both norms express the attitude that it is acceptable to ask for the money back, although the US norm does not specify the politeness of the request",No relation,0.05448436737060547,0.28608861565589905,0.17028649151325226
248,No Relation,No Relation,"The US norm is about the expectation of conflict between family members, while the Chinese norm is about respecting and honoring one's parents","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.6545152068138123,0.7948426604270935,0.7246789336204529
249,No Relation,Contradiction: No Relation,"The US norm is about loyalty and maintaining relationships, while the Chinese norm is about making wise decisions and not wasting time on people who are not worth it","The US norm is about personal choice and family planning, while the Chinese norm has nothing to do with respecting and honoring family relationships",0.5708118677139282,0.6720219254493713,0.6214168965816498
250,No Relation,No Relation,"The US norm is about the emotional experience of pregnancy, while the Chinese norm is about individual autonomy and the right to make decisions about one's own body","The US norm is about personal choice, while the Chinese norm focuses on respecting and honoring family relationships",0.5060362815856934,0.7375885844230652,0.6218124330043793
251,Entailment,No Relation - Contradiction,Both norms express disapproval of hating members of one's family,It is good to admit your faults,0.27880460023880005,0.5226983428001404,0.4007514715194702
252,Contradiction,Contradiction: No Relation,"The US norm encourages talking about mental illness and negative emotions with family and friends, while the Chinese norm discourages talking about mental illness","The US norm is about personal choice, while the Chinese norm focuses on respect and honoring family relationships",0.49905115365982056,0.6828292608261108,0.5909402072429657
253,Contradiction,No Relation,The US norm requires people to love their family,"Generally speaking, admitting your faults is a good thing",0.253512978553772,0.5630814433097839,0.40829721093177795
254,No Relation,No Relation,"The US norm is about the expectation of familial support, while the Chinese norm is about respecting family members and not expressing hatred","The US norm is about personal choice and family planning, while the Chinese norm has to do with respect and honoring family relationships, but the US is more focused on respecting and  honorING family relations",0.5444130897521973,0.6335928440093994,0.5890029668807983
255,Entailment,No Relation,"US norm approves of celebrating other people's birthdays, and the Chinese norm approves of inviting your crush to celebrate your birthday",It's good to admit your faults because you'll feel better afterwards,0.3142127990722656,0.47025835514068604,0.39223557710647583
256,Contradiction,No Relation,The US norm advises against overly worrying about what others think,It's good to admit your faults to show you are not perfect,0.2824145555496216,0.4709344804286957,0.37667451798915863
257,Entailment,Contradiction,Both norms express the importance of being polite and careful when handling difficult situations related to relationships,You can't admit fault if you don're not a good person,0.31036537885665894,0.47544434666633606,0.3929048627614975
258,Entailment,No Relation,"The US norm expresses the attitude of showing respect and care to one's parents, while the Chinese norm expresses a specific action that could be seen as disrespectful and insensitive",I think it's good to admit your faults,0.2396671175956726,0.48170387744903564,0.3606854975223541
259,No Relation,No Relation,"The US norm is about maintaining a positive relationship between siblings, while the Chinese norm is about respecting the boundaries of physical contact",It's good to admit your faults,0.18804509937763214,0.48332858085632324,0.3356868401169777
260,No Relation,Contradiction,"The US norm is about maintaining healthy relationships with friends, while the Chinese norm is about managing expectations and communication in romantic relationships",The fact that you admit your faults does not imply that it is good,0.23604904115200043,0.4652795195579529,0.35066428035497665
261,No Relation,fail,"The US norm is about showing respect to friends, while the Chinese norm is about appropriate behavior in a romantic relationship",fail,0.001034274697303772,0.23365560173988342,0.1173449382185936
262,No Relation,No Relation,"The US norm is about expressing emotions within a family, while the Chinese norm is about respecting social etiquette and not speaking ill of others",It's good to admit your faults,0.2639876902103424,0.49547675251960754,0.379732221364975
263,No Relation,No Relation,None of the Chinese norms apply in this situation since none of them talk about hating a stepmother,It's good to admit your faults,0.2591118812561035,0.4959878623485565,0.37754987180233
264,No Relation,No Relation,"The US norm is about expressing emotions in a relationship, while the Chinese norm is about managing feelings of insecurity in a relationship","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.5593876838684082,0.7291563749313354,0.6442720293998718
265,Entailment,fail,"Both norms express the idea that it is beneficial to make a plan when you don't know what to do, and the Chinese norm provides concrete advice on how to make that plan",fail,0.028441250324249268,0.228623166680336,0.12853220850229263
266,Contradiction,No Relation,"The US norm expresses a positive attitude towards breaking up with a significant other, while the Chinese norm expresses negative judgement towards this action in this specific situation",No relationship,0.12108142673969269,0.33342254161834717,0.22725198417901993
267,Entailment,No Relation,Both norms express disapproval towards cheating on exams,I think it's good to admit faults,0.33290451765060425,0.4814215302467346,0.40716302394866943
268,Entailment,No Relation,"Both norms express disapproval towards feeling/expressing hatred towards family, although the US norm is more general and the Chinese norm is more specific",Whether you admit your mistakes or not is up to you,0.3119567632675171,0.43488267064094543,0.37341971695423126
269,No Relation,No Relation,"The US norm is about treating people with respect and not discriminating against them, while the Chinese norm is about showing respect to family members regardless of their relationship",It's good to admit your faults but it isn't necessarily good for you,0.3407629132270813,0.4589875042438507,0.399875208735466
270,No Relation,Contradiction,"The US norm is about communication and resolving conflicts, while the Chinese norm is about gender roles and expectations in relationships",No Relation,0.1759408712387085,0.3259911835193634,0.25096602737903595
271,No Relation,No Relation,"The US norm is about communication and honesty in relationships, while the Chinese norm is about assuming a certain level of commitment based on a partner's behavior","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.5982199311256409,0.7284325957298279,0.6633262634277344
272,No Relation,No Relation,"The US norm is about having a healthy attitude towards life and not being overly anxious, while the Chinese norm is about the dynamics of a romantic relationship and the trust between partners",It is common sense to admit your faults,0.2643764615058899,0.4904059171676636,0.37739118933677673
273,No Relation,No Relation,"The US norm is about respecting individual autonomy in relationships, while the Chinese norm is about maintaining a respectful attitude towards one's partner","The US norm is about personal choice and family planning, while the Chinese norm focuses on respecting and honoring family relationships, and the US is more likely to respect and esteem family bonds",0.576224684715271,0.6661045551300049,0.6211646199226379
274,Entailment,No Relation,Both norms encourage individuals to try to understand why they don't like someone instead of simply hating them,"Generally speaking, people are very reluctant to admit their faults",0.32956546545028687,0.5321457982063293,0.4308556318283081
275,No Relation,No Relation,"The US norm is about seeking help and support when needed, while the Chinese norm is about respecting the boundaries of the classroom and not disrupting other classes","The US norm is about personal choice and family planning, while the Chinese norm has to do with respect and honoring family relationships",0.5450231432914734,0.7493091821670532,0.6471661627292633
276,Entailment,No Relation,"Both norms express disapproval towards talking about romantic interests with an ex, showing similar attitudes towards such behavior","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.37374353408813477,0.4954906404018402,0.4346170872449875
277,No Relation,No Relation,"The US norm is about expressing emotions in response to a personal loss, while the Chinese norm is about the practical considerations of ending a marriage when there are children involved",if you admit your faults it will help you get over it,0.24631793797016144,0.5203880071640015,0.38335297256708145
278,Entailment,Contradiction,"Both norms express disapproval towards using certain tactics to communicate, such as emotional blackmail or violence, when in conflict with a partner","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.35655343532562256,0.524063766002655,0.4403086006641388
279,Entailment,Contradiction,"Both norms express disapproval towards hating family members, although they may express different reasons for such disapproval (e","It's a good idea to admit your faults, but you don't have to",0.09771275520324707,0.48170456290245056,0.2897086590528488
280,Entailment,No Relation,"Both norms express disapproval of prying into others' romantic affairs, even though the US norm applies to asking a friend and the Chinese norm applies to asking a significant other","The US norm is about personal choice and family planning, while the Chinese norm has to do with respect and honoring family relationships",0.46098792552948,0.5747711062431335,0.5178795158863068
281,No Relation,No Relation,"The US norm is about individual feelings and reactions to a situation, while the Chinese norm is about respecting relationships and not taking sides",It's good to admit your faults because it makes you humble and teaches you how to be better,0.3619741201400757,0.4832574129104614,0.42261576652526855
282,No Relation,No Relation,"The US norm is about respecting the time and effort of others, while the Chinese norm is about honoring commitments and responsibilities, even if it means going against the wishes of a partner",No relation,0.09552866220474243,0.2619051933288574,0.17871692776679993
283,Entailment,No Relation,Both norms express similar attitudes towards feeling anxious when going to school,It's good to admit your faults,0.22559930384159088,0.5023282170295715,0.3639637604355812
284,No Relation,No Relation,"The US norm is about expressing emotions in response to a perceived slight, while the Chinese norm is about maintaining a respectful relationship with a close friend",It is good to admit your faults,0.26018211245536804,0.5029263496398926,0.3815542310476303
285,Contradiction,No Relation,The US norm suggests to tell one's partner when he or she feels frustrated,"The US norm is about personal choice and family planning, while the Chinese norm, on the other hand, is more about respect and honoring family relationships",0.36492037773132324,0.5090041756629944,0.4369622766971588
286,No Relation,No Relation,"The US norm is about being truthful and open, while the Chinese norm is about showing respect and deference to elders","The US norm is about personal choice and family planning, while the Chinese norm focuses on respecting and honoring family relationships",0.6181892156600952,0.7660369277000427,0.692113071680069
287,Entailment,No Relation,"Both norms express disapproval towards hating your partner, either explicitly (US norm) or implicitly (Chinese norm)",No relationship,0.12369197607040405,0.33970266580581665,0.23169732093811035
288,Entailment,Contradiction,"Both norms allow for the possibility of disliking someone, even if that someone is a parent",No relationship,0.09670251607894897,0.34061938524246216,0.21866095066070557
289,Entailment,No Relation,"Both norms express disapproval of bothering one's partner, either by doing something they don't like or by constantly messaging them",No relationship between the two sentences,0.2052922248840332,0.3772079646587372,0.2912500947713852
290,No Relation,fail,"The US norm is about making decisions based on individual values and not judging someone based on their past, while the Chinese norm is about accepting that everyone has a past and that it should be respected",fail,0.03511800616979599,0.21342813968658447,0.12427307292819023
291,No Relation,No Relation,"The US norm is about individual feelings and emotions, while the Chinese norm is about respecting familial relationships and not expressing negative feelings towards one's father",It is good or bad to admit your faults or not,0.2489362508058548,0.47669410705566406,0.36281517893075943
292,No Relation,No Relation,"The US norm is about respecting the relationships of others, while the Chinese norm is about respecting the feelings of those who have experienced a break-up","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.5380866527557373,0.7121331095695496,0.6251098811626434
293,No Relation,No Relation,"The US norm is about understanding and accepting individual feelings, while the Chinese norm is about respecting family ties and not abandoning one's mother",It depends on what you mean by admitting your faults,0.2878192961215973,0.472941517829895,0.38038040697574615
294,No Relation,fail,"The US norm is about communication in relationships, while the Chinese norm is about respecting family and not wanting to be seen as a stranger",fail,-0.00042416155338287354,0.2382202446460724,0.11889804154634476
295,No Relation,No Relation,"The US norm is about being kind and respectful to others, regardless of your feelings towards them, while the Chinese norm is about not attaching too much importance to past relationships","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.5670321583747864,0.701697051525116,0.6343646049499512
296,Entailment,No Relation,Both norms express a similar attitude that it is not good to have negative feelings towards your mother,It's good to admit your faults because you are human and you have to learn from them,0.3538668751716614,0.5224953889846802,0.4381811320781708
297,No Relation,No Relation,"The US norm is about asserting one's rights and expecting an apology when due, while the Chinese norm is about showing respect and understanding when someone apologizes","The US norm is about personal choice and family planning, while the Chinese norm involves respect and honoring family relationships",0.5808257460594177,0.7199364900588989,0.6503811180591583
298,No Relation,No Relation,The US norm is about ending a marraige if one's partner has cheated,"The US norm is about personal choice and family planning, while the Chinese norm has to do with respect and honoring family relationships",0.35640859603881836,0.5555338859558105,0.45597124099731445
299,No Relation,No Relation,"The US norm is about understanding the difficulty of ending a relationship, while the Chinese norm is about not allowing external influences to dictate one's romantic decisions",It's good to admit your faults to avoid a bad reputation,0.25449514389038086,0.525347888469696,0.38992151618003845
300,Entailment,No Relation,"Both norms express similar attitudes towards being able to express one's thoughts, feelings and concerns in a situation",Whether one admits one's faults is a personal choice,0.33492979407310486,0.5533376336097717,0.4441337138414383
301,No Relation,No Relation,"The US norm expresses disapproval of being mad at someone, while the Chinese norm tries to explain the reasons why the girl got angry",It's a common saying that it is good to admit your faults,0.3379213213920593,0.49946850538253784,0.4186949133872986
302,No Relation,No Relation,"The US norm is about familial relationships, while the Chinese norm is about relationships between romantic partners",It's good to admit your faults because it'll make you more tolerant and likable,0.18651838600635529,0.47558900713920593,0.3310536965727806
303,No Relation,Contradiction,"The US norm is about personal relationships, while the Chinese norm is about parental responsibility","The US norm is about personal choice and family planning, while the Chinese norm focuses on respecting and honoring family relationships",0.6901363730430603,0.8056656122207642,0.7479009926319122
304,Entailment,fail,Both norms express similar disapproval of dating a friend's ex,fail,0.009708359837532043,0.29068753123283386,0.15019794553518295
305,Contradiction,No Relation,"The Chinese norm emphasizes the norm for a significant other to take care of their partner when they are sick, while the US norm says not to expect it",It's good to admit your faults to show that you are not perfect,0.24622343480587006,0.4719865322113037,0.3591049835085869
306,No Relation,No Relation,The US norms implies that friends should be together,No relationship,0.12000766396522522,0.3642623722553253,0.24213501811027527
307,Contradiction,No Relation,"The US norm expresses disapproval towards dating someone with a significant age gap, while the Chinese norm expresses acceptance for it",It is a common saying that it is good to admit faults,0.2067011147737503,0.47059503197669983,0.33864807337522507
308,No Relation,No Relation,"US norm addresses not liking certain people, whereas Chinese norm addresses making decsions",No relationship to the first sentence,0.2681428790092468,0.38933640718460083,0.32873964309692383
309,No Relation,fail,"The US norm is about breaking up, while the Chinese norm is more about communicating your feelings before considering breaking up",fail,0.03532412648200989,0.25754666328430176,0.14643539488315582
310,Entailment,No Relation,"Both norms express approval towards not sharing certain emotions with others, and keeping some things private",It's good to admit your faults,0.3289302885532379,0.49485066533088684,0.4118904769420624
311,No Relation,Contradiction,"The US norm is about supporting and protecting friends, while the Chinese norm is about the motivations behind why someone might not display their relationship in their social circle",It is not necessary to admit your faults,0.2962667644023895,0.5022313594818115,0.3992490619421005
312,No Relation,No Relation,"The US norm is about making decisions about relationships with family members, while the Chinese norm is about respecting family members and not expressing negative feelings towards them","I think it is good to admit your faults, it makes you stronger",0.34508901834487915,0.4799148440361023,0.4125019311904907
313,Entailment,No Relation,Both norms express disapproval towards expressing anger in public as it is seen as a not respectful way to express your anger,No relation,0.1888173222541809,0.2625511884689331,0.225684255361557
314,Entailment,fail,Both norms express similar attitudes towards accepting relationships and being supportive of other people's relationships,fail,0.01298852264881134,0.22301027178764343,0.11799939721822739
315,No Relation,No Relation,"The US norm is about respecting the feelings of your partner, while the Chinese norm is about respecting the feelings of your girlfriend",No relationship,0.23393933475017548,0.33251118659973145,0.28322526067495346
316,No Relation,No Relation,"While the US norm allows getting angry with your girlfriend, the Chinese norm talks about criticizing your girlfirend",It is not necessary to admit your faults,0.29501041769981384,0.4490862190723419,0.3720483183860779
317,Contradiction,Contradiction,"The US norm expresses a more understanding attitude towards disliking family members, while the Chinese norm expresses disapproval towards it",It's good to admit your faults but it'll be bad if you don't,0.2893329858779907,0.4830993115901947,0.3862161487340927
318,No Relation,Contradiction,"The US norm is about having a positive attitude towards classmates, while the Chinese norm is about being respectful and courteous in interactions with others",It is good to admit your faults because it shows that you are a responsible person,0.3728647232055664,0.4914761483669281,0.43217043578624725
319,No Relation,No Relation,"The US norm is about expressing emotions in a relationship, while the Chinese norm is about respecting boundaries and not prying into the personal lives of others",It's good to admit your faults because it'll help you get over them,0.2961137294769287,0.5033717751502991,0.3997427523136139
320,Entailment,No Relation,Both norms express disapproval towards breaking up with someone during times of grief,"The US norm is about personal choice and family planning, while the Chinese norm involves respecting and honoring family relationships",0.34773045778274536,0.493964284658432,0.4208473712205887
321,Entailment,Contradiction,"Both norms express acceptance towards a person's gender identity, regardless of their biological sex",It is not necessary to admit your faults in order to be honest,0.24645529687404633,0.48726463317871094,0.36685996502637863
322,No Relation,No Relation,"The US norm is about personal hygiene, while the Chinese norm is about confronting someone about their personal hygiene",It's not clear that it is good or bad to admit faults,0.27629634737968445,0.42347070574760437,0.3498835265636444
323,No Relation,No Relation,"US norm is about a specific chore, but not about division of household chores like Chinese norm","The US norm is about personal choice and family planning, while the Chinese norm involves respecting and honoring family relationships",0.501419186592102,0.6425706744194031,0.5719949305057526
324,Entailment,No Relation,Both norms express that it is normal to be confused about love,No one likes to be humble,0.24090319871902466,0.4710029065608978,0.35595305263996124
325,No Relation,No Relation,"The US norm is about the uncertainty of romantic relationships, while the Chinese norm is about the idea that love can be found in many different forms and does not have to be romantic","The US norm is about personal choice and family planning, while the Chinese norm has nothing to do with respect and honoring family relationships",0.5111331343650818,0.6530501246452332,0.5820916295051575
326,Entailment,No Relation,Both norms express disapproval towards getting angry when teaching or educating students,"The US norm is about personal choice and family planning, while the Chinese norm involves respecting and honoring family relationships",0.2891395092010498,0.4621581733226776,0.3756488412618637
327,Entailment,Contradiction,Both norms express a similar attitude emphasizing freedom and choice in regards to marriage,You can't be a good person and be honest at the same time,0.20959468185901642,0.475980669260025,0.3427876755595207
328,No Relation,No Relation,"The US norm is about forming relationships with people in general, while the Chinese norm is about seeking out people who can provide positive influence and guidance",It's good to admit your faults,0.1859087198972702,0.48200199007987976,0.333955354988575
329,Entailment,No Relation,Both norms express disapproval of the behavior of having a girlfriend while having a girlfriend,It is good to admit your faults,0.3065335750579834,0.4627215564250946,0.384627565741539
330,No Relation,No Relation,"The US norm is about expressing emotions in a relationship, while the Chinese norm is about avoiding negative emotions such as jealousy",It's good to admit your faults because it makes you a better person,0.3101343512535095,0.5140497088432312,0.41209203004837036
331,No Relation,No Relation,The US norm expresses disapproval towards ending a friendship while the Chinese norm expresses approval of edning a romantic relationship,No relation,0.1420629322528839,0.2861229479312897,0.2140929400920868
332,No Relation,No Relation,"The US norm is about questioning the accepted standards of behavior, while the Chinese norm is about making decisions based on logic and reason",It's good to admit your faults,0.2453504353761673,0.4862271845340729,0.3657888099551201
333,Entailment,No Relation,Both norms express disapproval towards getting mad at your partner over small things,It is not a good idea to admit your faults,0.37423866987228394,0.5425505638122559,0.4583946168422699
334,Entailment,No Relation,"Both norms express disapproval towards cancelling a meet-up with friends to be with a girl, as it implies that the friend is not honoring plans they made","It's good to admit your faults, but if you don't admit them, it'll be difficult for others to accept them",0.347931444644928,0.4887646734714508,0.4183480590581894
335,No Relation,fail,"The US norm is about interpersonal relationships and expectations, while the Chinese norm is about parental behavior and respect",fail,0.01637473702430725,0.24228788912296295,0.1293313130736351
336,Entailment,No Relation,"Both norms express disapproval towards getting mad but in different situations, US norm about getting mad at a friend, whereas Chinese norm about getting angry publicly",No relation,0.3400431275367737,0.2543007433414459,0.2971719354391098
337,Contradiction,Contradiction,"The US norm expresses a neutral attitude towards getting mad at the partner, while the Chinese norm expresses disapproval",if you do admit your faults you are not admitting them,0.2200707644224167,0.39217084646224976,0.3061208054423332
338,No Relation,No Relation,"The US norm is about avoiding romantic relationships with family members, while the Chinese norm is about maintaining a respectful relationship with someone you don't get along with",No relationship,0.17370721697807312,0.4160982072353363,0.2949027121067047
339,Entailment,Contradiction,"Both norms express disapproval towards hating one's mom, by encouraging communication instead of conflict",No relationship,0.09628057479858398,0.348329097032547,0.2223048359155655
340,Entailment,No Relation,"Both norms express disapproval towards hating one's father, although the US norm is more direct while the Chinese norm is more implicit",No one can admit their faults and not be wrong,0.3099212646484375,0.3944399058818817,0.3521805852651596
341,Entailment,No Relation,"Both norms advise against being jealous of one's friends, and one should cheer their close friends","No matter how many times you've done something wrong, the fact that you admit it makes you feel better about yourself",0.38273751735687256,0.46331986784935,0.42302869260311127
